t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,target
8,2,32,22,33,14,32,8,32,2,28,33,13,2,0,2,13,33,26,33,30,33,32,31,28,33,14,32,8,10,0,10,5,10,0,10,5,10,4,10,4,10,4,6,10,4,10,4,10,0,10
10,4,6,4,0,5,0,13,2,0,6,16,5,16,6,5,10,4,6,0,21,1,30,8,32,2,11,0,11,0,11,0,2,11,0,11,0,11,0,6,11,0,21,11,0,11,0,12,0,3,11
22,33,18,33,28,31,28,2,28,33,28,2,28,2,28,2,28,2,0,28,33,28,33,28,2,27,24,25,31,25,23,32,15,33,26,29,23,32,8,2,28,31,32,20,32,30,1,17,1,17,28
1,19,1,0,12,0,12,0,3,13,2,3,7,0,8,0,6,16,6,4,6,4,6,0,6,5,10,6,5,6,16,6,16,6,0,6,4,10,4,0,21,1,0,31,33,15,32,31,25,23,6
11,0,19,0,1,13,33,28,2,9,33,9,33,29,26,33,20,32,20,32,23,33,16,5,16,5,16,5,16,5,16,6,16,5,16,5,16,6,16,5,16,6,16,6,16,6,16,5,6,0,16
20,33,19,1,17,1,0,7,0,31,33,28,2,9,2,9,33,23,25,24,25,31,28,2,28,15,32,15,33,15,32,22,15,32,15,33,15,33,15,32,15,32,15,33,15,32,31,32,18,32,15
16,5,6,5,6,5,0,5,16,5,0,2,13,3,7,1,2,9,27,23,27,24,27,23,27,33,27,33,27,2,27,24,27,2,27,23,27,23,25,31,0,10,5,16,6,0,13,0,7,2,27
10,0,1,30,33,19,0,21,0,12,0,23,32,23,29,23,33,23,27,23,33,23,32,20,23,33,23,29,23,32,23,29,32,31,0,1,0,2,3,1,13,0,5,10,0,19,33,13,1,30,23
3,13,3,1,7,2,8,32,15,32,15,32,22,32,31,24,25,23,32,2,8,0,17,1,21,0,4,5,16,5,16,5,0,5,16,5,10,5,10,5,10,5,10,5,6,5,0,19,1,17,5
1,13,2,32,31,33,14,33,28,2,5,6,5,16,5,6,5,16,5,0,5,16,5,6,5,0,5,6,5,0,11,0,21,0,21,1,30,8,30,1,30,8,33,27,24,27,2,0,31,24,5
29,23,25,23,25,31,0,6,0,6,0,13,1,2,32,33,32,33,29,33,30,33,20,33,31,33,32,33,8,33,33,22,33,31,33,29,26,33,18,32,29,33,8,33,22,33,29,32,14,33,33
27,2,0,5,10,5,6,16,5,16,6,16,6,5,6,4,10,5,0,10,5,10,4,6,0,17,32,15,32,2,32,18,32,30,32,15,32,23,32,30,32,15,32,2,32,22,33,22,32,18,32
6,5,10,0,13,2,28,2,3,7,0,5,0,13,33,22,32,2,0,17,9,33,9,33,9,33,9,2,9,2,9,2,9,33,9,33,9,33,9,2,7,2,3,2,3,13,2,13,2,7,9
28,33,14,32,15,32,22,32,30,8,0,3,0,2,0,31,24,25,23,33,15,33,15,33,13,33,22,33,15,22,33,22,33,22,32,22,33,22,32,22,32,22,32,22,32,22,33,22,33,31,22
12,3,12,0,7,3,0,13,33,29,23,32,24,31,28,24,25,24,27,24,31,24,25,24,27,24,25,24,25,24,31,24,31,24,25,23,25,23,33,29,33,29,26,33,19,1,19,0,11,0,24
25,24,31,25,24,31,24,25,31,32,2,9,9,2,9,33,9,33,9,2,9,2,13,9,33,9,33,9,2,9,33,9,33,27,33,31,33,15,32,30,33,31,32,29,23,25,24,27,23,33,9
0,21,6,4,6,0,6,16,6,5,0,6,5,10,6,4,6,5,6,5,6,16,5,0,7,0,17,1,19,0,11,0,10,4,0,3,7,2,27,33,26,33,14,32,2,3,0,5,0,19,6
30,1,13,2,27,23,29,32,30,32,22,33,30,32,31,32,8,0,2,27,2,32,15,32,33,29,33,18,32,2,9,2,7,2,9,33,2,3,2,7,2,7,2,3,0,21,0,2,28,31,2
13,33,19,1,7,0,31,32,30,32,20,32,20,33,20,33,20,32,20,33,20,32,20,33,20,33,20,33,13,20,33,15,32,23,32,31,33,20,33,14,32,29,23,25,31,33,9,2,3,7,20
13,3,0,21,0,31,33,9,33,8,0,5,6,16,6,5,16,5,0,6,16,6,4,10,5,23,25,23,32,23,27,23,27,23,27,23,25,23,29,23,27,23,25,24,23,29,32,14,33,32,23
23,29,23,33,23,25,24,31,33,14,33,29,32,20,33,23,25,31,24,31,25,24,15,33,15,32,15,32,15,33,15,32,15,32,15,15,32,15,32,15,33,15,32,30,32,20,33,27,33,19,15
6,4,13,1,13,1,13,1,13,3,13,3,13,1,17,13,0,19,33,13,3,2,1,13,2,32,2,1,30,32,33,26,29,26,33,13,33,23,29,32,23,25,23,33,29,26,29,26,33,18,13
31,32,18,32,15,33,22,32,20,33,32,31,25,31,33,31,25,31,0,31,25,31,0,11,31,32,31,24,31,25,31,32,18,32,8,32,22,32,8,33,23,29,33,23,32,8,0,4,10,4,31
3,12,0,6,0,11,0,31,20,33,20,33,20,32,20,32,20,32,20,32,2,20,33,20,33,20,33,20,32,29,26,29,32,30,8,2,1,7,1,30,33,18,33,15,32,22,33,23,27,23,20
9,33,14,33,19,33,31,25,24,27,24,31,24,27,33,8,0,12,0,19,33,31,24,25,24,27,2,0,2,7,16,5,16,6,16,5,16,5,16,16,5,16,6,16,5,16,5,16,5,16,16
26,33,26,33,14,32,31,33,27,24,25,31,25,23,27,23,14,32,14,33,18,14,32,20,14,33,14,32,14,32,14,32,14,33,14,33,13,1,21,0,4,10,5,16,6,5,10,4,0,11,14
23,32,15,32,18,33,31,25,23,33,18,33,20,33,28,31,33,32,22,32,29,32,20,32,33,32,22,32,18,32,30,32,22,32,14,32,15,32,8,2,8,32,33,30,1,13,0,6,16,6,32
32,15,33,13,0,10,4,0,12,0,31,33,31,25,23,29,33,30,32,23,32,8,32,20,32,20,32,14,32,14,32,23,32,29,32,15,32,31,33,20,33,32,15,33,20,32,30,33,32,22,32
16,6,5,16,5,10,4,6,16,5,16,6,0,11,0,6,4,0,8,30,32,20,32,22,32,2,3,0,21,5,0,5,0,5,10,5,16,5,0,5,6,5,6,5,6,5,6,5,6,4,5
18,32,2,1,7,1,2,7,2,27,23,29,32,15,33,18,33,9,2,32,8,32,2,32,33,32,2,3,32,23,32,22,32,15,32,23,27,32,18,32,23,27,23,32,29,23,33,29,32,20,32
9,33,28,2,3,0,6,16,6,5,0,21,1,13,21,1,21,1,21,0,21,0,21,0,21,0,31,33,21,1,21,1,0,19,0,3,13,33,27,33,27,2,7,0,10,0,3,7,0,2,21
5,6,4,0,13,2,28,13,2,13,0,13,2,13,33,13,3,13,33,13,33,13,3,13,2,13,2,13,1,3,0,4,0,7,1,13,3,13,33,19,33,28,31,24,25,31,0,13,33,28,13
12,0,11,0,7,0,2,12,0,12,3,12,3,12,3,12,3,12,0,12,3,12,0,12,0,12,0,4,0,19,33,13,0,10,4,10,5,16,6,16,6,0,2,1,13,3,7,3,0,8,12
4,6,5,10,5,10,5,6,4,6,4,6,16,5,16,6,5,10,5,16,5,10,0,6,4,0,13,2,13,3,0,13,0,13,3,13,1,13,2,13,33,13,0,13,1,13,1,2,0,8,13
11,0,31,24,31,0,3,7,0,5,0,1,21,1,13,3,2,8,32,18,33,31,24,27,33,32,20,32,31,11,0,11,0,11,0,11,0,11,0,11,0,11,0,21,11,0,11,0,11,0,11
28,31,32,31,25,31,0,19,0,7,2,13,1,7,2,7,0,17,1,13,0,13,2,13,2,13,33,13,0,13,1,13,1,13,33,13,0,13,0,13,33,20,33,27,2,8,0,10,5,6,13
32,29,23,32,2,3,13,1,2,32,23,32,14,33,26,33,32,20,32,29,23,27,23,29,32,22,32,22,32,27,24,31,27,33,27,23,27,24,27,2,27,24,27,24,27,33,19,27,24,31,27
0,17,0,10,4,0,21,1,33,8,33,28,33,31,33,23,33,14,33,28,33,20,33,26,33,13,33,13,2,28,2,0,1,7,2,28,33,27,2,28,33,23,27,33,31,24,27,2,9,2,33
23,25,24,31,33,28,33,32,14,33,29,33,14,32,15,33,6,16,6,5,6,4,6,0,6,5,6,0,6,0,6,5,6,4,6,0,13,2,27,23,25,23,27,23,33,15,33,18,33,26,6
7,3,2,13,8,30,8,32,8,32,8,30,8,0,8,2,8,33,28,8,32,8,30,8,33,27,2,32,33,8,33,14,33,26,33,18,32,2,28,2,1,13,0,1,13,2,28,31,32,15,8
1,30,8,33,30,32,15,33,31,33,9,33,28,33,28,2,7,28,2,28,33,28,31,28,2,28,2,28,31,28,2,7,1,21,1,3,1,2,7,1,7,3,2,28,31,25,23,33,18,33,28
24,27,33,10,5,10,0,10,5,0,10,5,10,5,10,0,10,5,10,0,10,5,10,5,16,6,16,5,16,5,16,5,10,0,19,0,10,4,6,0,17,1,21,0,31,33,30,33,26,29,10
0,11,0,3,12,0,17,1,2,0,13,1,21,1,17,1,3,13,3,0,7,25,23,25,23,25,24,25,23,25,24,25,23,25,31,25,25,31,25,24,25,23,32,18,33,19,33,14,32,33,25
13,3,23,32,23,25,23,33,23,25,23,33,23,25,23,33,15,23,25,23,25,31,0,12,3,2,27,24,31,33,27,24,31,33,14,32,18,32,18,32,18,32,15,33,30,1,17,0,13,0,23
30,1,13,33,9,33,28,33,19,33,19,1,19,0,13,19,33,19,33,19,0,19,33,19,33,19,33,19,1,30,1,13,3,2,27,23,32,30,32,23,27,2,0,1,0,7,1,7,3,13,19
16,5,0,1,19,12,3,12,0,12,0,11,12,3,12,0,2,13,12,3,12,3,12,0,12,0,10,4,10,0,8,30,8,32,22,33,27,24,25,23,25,24,31,33,9,33,23,33,8,2,12
8,0,21,0,31,32,31,33,30,8,0,1,7,1,2,0,12,0,17,1,21,1,7,1,2,28,31,24,8,0,8,0,8,2,8,32,8,2,8,30,8,32,8,30,33,8,32,8,33,18,8
8,2,28,33,31,0,1,2,9,33,15,32,18,33,31,8,0,8,30,8,0,8,33,19,8,30,8,0,4,8,33,8,32,8,2,7,2,7,0,21,1,3,7,2,1,19,33,19,33,30,8
29,26,13,3,13,0,13,1,13,3,13,33,13,33,13,33,13,3,13,13,2,13,0,10,4,10,0,31,25,24,25,23,33,30,8,33,27,24,25,31,24,31,28,33,29,23,25,31,28,33,13
18,32,15,33,27,33,27,33,9,2,0,1,13,33,15,32,31,15,33,15,32,15,32,15,33,15,33,15,32,15,33,26,15,33,31,0,8,32,29,26,29,32,14,33,29,32,22,32,23,25,15
31,25,24,31,0,5,0,6,0,2,1,13,33,29,32,14,32,14,32,15,32,22,32,29,6,4,6,5,6,16,6,16,6,4,6,16,6,16,6,4,6,0,6,16,5,6,0,7,1,21,6
5,10,5,6,4,10,5,16,5,16,6,16,6,16,5,6,0,6,5,6,16,6,4,10,0,4,10,4,0,6,0,11,23,33,23,33,23,33,23,25,23,29,26,29,23,33,23,33,23,32,23
8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,13,3,13,0,7,1,30,32,30,1,0,7,0,21,0,6,5,16,6,16,6,0,17,1,2,28,31,32,11
21,0,31,24,25,31,25,23,25,24,25,31,25,24,31,32,14,32,31,15,32,15,32,18,33,22,15,32,15,33,15,32,15,32,15,32,15,33,30,32,20,33,8,32,2,32,15,33,29,32,15
26,33,23,32,31,0,19,0,5,16,6,0,3,7,31,0,31,24,31,0,31,25,31,24,31,24,31,33,31,33,31,0,31,24,31,0,13,2,28,2,9,2,3,7,1,17,0,11,0,1,31
16,5,6,4,0,12,3,2,8,0,8,30,8,0,5,11,0,11,0,6,11,0,11,0,11,0,11,0,11,0,1,0,11,0,11,0,4,10,0,4,6,4,0,31,28,33,31,33,26,29,11
17,1,17,1,3,2,7,2,27,24,31,33,3,2,27,3,7,3,0,3,12,3,3,2,3,0,3,13,3,1,3,1,0,8,0,12,0,13,1,19,0,7,2,8,30,33,19,1,19,33,3
27,33,20,32,14,33,32,14,32,33,9,33,20,32,15,33,28,31,33,8,30,1,19,1,30,33,18,32,4,10,4,0,4,0,4,10,4,6,4,10,4,10,4,6,4,10,4,6,16,6,4
7,3,1,13,2,27,23,33,13,2,13,1,0,17,1,17,1,4,10,4,6,4,0,4,10,4,0,4,6,4,6,4,0,5,4,10,4,0,13,2,0,1,7,2,32,31,0,21,0,12,4
28,31,30,8,30,1,30,32,30,8,33,30,1,30,1,30,33,30,8,30,8,30,1,13,33,15,33,9,33,14,32,33,23,29,33,32,29,26,29,23,32,14,32,29,23,29,26,33,27,23,30
1,0,8,2,32,15,32,23,32,23,29,32,15,32,2,8,30,32,30,33,6,16,6,16,6,5,6,4,6,5,6,4,6,4,6,0,6,4,6,5,16,5,10,0,13,0,10,0,5,6,6
17,1,13,2,32,20,32,31,24,25,24,27,24,6,5,16,6,5,6,0,6,4,6,4,0,6,4,6,16,6,5,6,0,10,4,0,2,1,13,3,13,2,13,2,13,0,8,2,32,31,6
0,2,32,15,32,8,0,11,0,17,0,19,1,13,2,28,31,0,8,32,31,25,24,18,33,18,32,18,32,18,33,31,18,33,18,33,18,33,18,33,18,33,14,33,30,32,31,28,31,24,18
31,33,18,33,9,2,7,1,2,24,27,24,27,24,25,24,27,24,25,24,27,24,25,24,25,24,25,24,31,32,33,22,33,18,32,23,27,2,0,13,3,12,3,13,2,13,3,12,0,4,24
8,32,31,24,31,33,23,29,23,29,23,29,23,29,33,13,33,31,25,31,28,31,0,31,28,31,24,31,0,31,24,31,25,31,33,22,31,32,20,32,15,33,20,32,14,32,23,25,23,33,31
25,23,25,24,31,25,31,24,25,23,25,23,25,24,25,23,29,32,2,1,0,13,0,13,1,2,9,33,30,1,3,13,3,1,3,1,3,13,3,1,3,12,3,7,3,7,3,2,3,0,3
4,0,4,6,16,5,0,7,2,27,33,31,25,16,5,16,6,16,5,16,6,16,5,16,5,16,5,16,5,16,5,16,6,16,5,0,4,6,5,10,0,31,28,31,33,15,32,14,32,30,16
11,0,6,0,4,10,5,6,4,0,11,0,21,1,19,0,13,2,3,13,33,9,2,27,33,30,1,30,24,31,24,31,24,27,24,25,24,27,24,31,24,25,24,31,28,24,25,24,31,24,24
28,31,25,31,25,31,33,9,2,32,30,32,23,32,31,28,31,0,8,33,29,26,29,32,26,29,26,29,26,33,26,29,26,29,26,33,26,33,26,33,26,29,26,29,23,25,24,27,24,25,26
19,33,20,32,2,7,3,2,9,2,13,2,32,20,32,33,30,32,29,33,23,23,33,23,27,23,25,23,33,23,25,23,32,33,23,33,23,32,23,32,23,27,2,0,19,1,19,0,31,32,23
20,33,13,1,2,7,3,12,3,13,33,13,1,30,33,18,32,20,33,29,33,22,32,29,33,13,29,33,29,26,29,26,29,23,33,29,32,29,23,29,23,29,26,29,23,29,23,25,23,32,29
26,33,32,20,33,23,32,2,7,2,8,30,8,2,9,2,8,4,0,4,6,4,10,4,6,4,6,4,0,4,10,4,10,4,6,4,4,6,5,10,4,0,3,0,7,0,11,0,4,0,4
1,19,1,2,8,30,33,19,1,7,0,11,0,4,10,0,17,0,4,10,0,12,26,29,33,32,26,33,26,29,26,29,26,29,26,33,26,33,26,33,26,29,33,30,33,32,18,32,8,32,26
13,33,29,33,29,26,29,7,0,7,1,7,2,7,0,7,2,7,0,7,0,7,1,7,1,7,3,2,7,0,4,10,5,6,0,13,1,30,1,7,1,3,13,33,26,33,26,29,33,30,7
2,32,2,3,2,32,29,23,27,33,32,15,33,14,32,31,33,32,33,8,27,24,27,33,27,33,27,33,27,33,27,24,27,24,27,33,27,24,27,33,30,1,7,3,0,8,33,23,33,8,27
9,33,8,30,33,30,1,30,8,30,8,30,33,30,33,30,1,30,33,14,30,1,30,8,33,28,31,25,31,0,21,0,13,2,28,2,3,0,19,0,5,10,4,0,1,0,10,0,8,2,30
23,32,30,1,7,3,1,19,14,32,14,32,14,33,14,33,14,33,14,32,14,32,14,33,14,32,14,33,19,0,3,7,2,0,6,16,6,16,5,0,4,0,7,2,1,2,7,0,21,0,14
3,1,0,31,24,25,24,27,33,31,28,2,28,2,3,13,14,33,14,32,31,14,32,14,32,14,33,14,32,14,32,14,32,14,32,14,32,31,0,4,10,5,10,5,16,6,0,3,13,2,14
2,0,7,2,32,31,25,23,32,8,0,3,13,33,23,29,33,14,33,14,32,29,32,23,32,8,30,1,19,21,1,21,0,21,0,21,0,21,0,21,0,21,1,21,0,21,0,6,21,0,21
22,32,29,32,18,32,8,2,7,1,19,33,30,32,15,33,14,33,26,29,26,29,26,33,15,32,30,8,18,32,18,32,8,18,33,18,32,18,32,18,32,18,33,18,32,18,32,18,33,29,18
9,33,19,0,21,0,8,33,9,2,28,31,24,27,33,20,33,14,32,33,26,33,9,33,26,29,29,32,29,33,29,26,33,29,23,29,26,29,23,29,23,29,23,29,32,20,32,29,33,13,29
4,6,16,5,10,0,7,1,3,12,3,12,0,13,33,32,23,33,22,32,33,29,19,33,19,0,19,1,19,0,19,1,19,0,19,33,19,33,19,1,19,1,0,7,1,3,0,4,0,17,19
11,0,2,7,0,12,0,5,0,12,3,7,1,2,8,0,5,16,6,16,6,0,10,0,10,5,10,5,10,5,10,0,10,0,10,4,10,5,10,0,12,10,4,0,2,8,2,1,19,1,10
1,19,33,30,1,13,33,15,32,22,32,2,1,19,0,10,0,6,16,6,16,17,1,17,1,17,1,17,0,17,1,17,1,17,0,17,1,17,0,17,0,1,19,0,11,0,7,3,13,33,17
5,0,31,25,31,33,27,2,0,12,0,12,0,3,0,17,1,17,1,30,8,30,8,30,33,30,32,30,8,30,33,30,1,19,30,32,30,32,30,33,30,32,20,32,8,2,32,8,32,20,30
18,33,20,32,31,28,33,8,33,31,0,11,0,6,5,10,0,7,1,21,1,21,1,30,32,23,30,32,30,8,30,1,30,33,30,8,30,1,30,1,30,32,15,30,32,30,33,18,33,18,30
22,33,14,32,29,33,20,33,30,33,14,6,16,5,6,5,6,6,5,6,4,6,5,6,16,6,5,6,0,6,4,0,8,30,32,20,33,19,0,31,33,29,32,8,2,0,13,0,12,0,6
16,5,16,6,5,16,6,0,12,3,7,1,17,1,17,0,25,24,25,24,25,24,25,24,25,23,25,24,25,23,25,31,24,25,31,25,31,24,25,31,24,25,24,25,23,32,14,32,29,26,25
23,29,23,29,32,31,24,27,23,32,14,33,30,32,14,33,26,6,4,6,4,6,16,6,0,6,4,6,4,6,4,10,6,0,6,16,6,0,31,33,18,33,27,23,29,23,32,22,33,15,6
25,31,24,31,0,31,25,31,24,25,24,25,31,33,29,23,29,26,33,22,32,8,0,7,2,28,31,25,23,32,23,27,23,27,23,27,23,29,23,25,23,33,23,29,23,27,23,29,23,33,23
18,32,2,28,31,25,23,33,19,33,29,23,29,32,18,33,20,32,23,32,31,32,15,33,21,1,13,33,21,1,21,0,21,0,21,1,21,0,21,0,21,0,21,1,17,0,19,0,31,28,21
33,28,33,15,33,29,32,23,25,23,30,1,30,32,30,32,30,1,30,8,30,33,30,1,30,32,30,8,30,32,33,13,33,31,24,27,2,32,2,1,21,1,13,2,13,0,19,33,19,33,30
20,32,33,18,32,15,33,30,8,33,26,29,32,14,33,31,0,10,5,6,4,10,23,27,23,33,23,33,23,27,23,33,23,33,23,33,23,29,23,27,23,27,24,25,23,29,33,20,32,15,23
22,32,29,33,22,33,22,33,23,27,24,31,0,21,0,7,1,21,1,13,1,0,7,1,19,0,6,16,18,33,18,32,18,18,33,18,32,18,32,18,32,18,32,18,33,18,32,18,32,14,18
22,32,33,18,32,31,33,8,30,32,29,26,29,33,19,33,26,33,19,33,15,32,31,25,3,0,13,3,12,3,13,3,13,3,13,3,2,3,0,3,0,17,3,12,0,17,1,0,5,6,3
9,2,12,0,12,3,12,3,12,3,12,0,12,0,6,12,0,12,0,12,0,17,1,17,0,3,7,2,8,0,4,0,13,2,7,0,11,0,3,12,3,2,27,24,25,24,25,31,0,17,12
1,7,3,13,2,3,1,0,7,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,1,21,0,17,1,0,8,2,13,2,8,2,7,0,2,3,12,3,1,7,2,7,2,9,21
1,2,9,2,7,3,13,3,2,8,8,30,33,8,32,8,33,20,8,32,8,2,8,0,8,30,8,0,8,2,8,30,32,22,32,15,33,19,1,17,1,30,33,29,26,33,20,33,15,33,8
23,32,20,32,8,32,20,32,8,0,11,0,17,0,6,4,10,5,33,23,33,18,33,20,33,18,32,33,13,0,33,29,33,20,33,32,33,29,26,33,22,33,31,33,30,1,3,12,0,11,33
28,33,15,33,22,32,8,30,8,32,30,1,2,7,1,21,0,8,33,18,33,31,33,27,21,1,21,1,21,0,21,1,21,0,21,0,21,1,21,1,21,0,21,1,21,0,5,10,4,6,21
31,25,31,0,13,0,12,0,11,0,1,13,3,13,2,7,1,3,1,7,2,32,22,32,20,19,0,19,1,21,0,19,33,19,1,19,33,19,1,19,33,19,0,19,0,6,16,6,4,0,19
16,6,16,5,6,16,5,6,0,1,13,1,7,6,0,6,4,0,6,4,6,5,6,4,6,5,6,4,6,5,10,6,5,0,11,0,4,0,3,0,2,13,3,12,0,19,33,8,2,1,6
0,5,6,4,0,21,0,5,6,5,0,13,5,16,5,6,5,16,5,0,5,10,5,6,5,10,5,6,5,6,0,17,0,3,13,1,3,2,9,33,29,32,20,33,14,33,23,29,33,26,5
5,16,33,13,33,31,33,26,33,22,33,19,33,31,33,20,33,28,33,22,33,8,2,7,0,31,25,24,25,31,33,30,1,21,1,7,3,7,2,27,33,13,0,3,13,0,6,4,0,10,33
31,24,25,31,0,13,0,6,5,16,6,0,3,12,3,10,4,6,10,5,10,5,10,4,10,0,10,4,10,0,10,0,10,5,10,5,16,5,6,0,12,0,1,0,2,28,2,7,3,12,10
27,2,0,11,0,19,33,33,19,33,27,33,31,33,8,33,28,33,20,33,18,33,30,33,32,33,32,31,25,24,31,28,31,25,23,33,9,33,15,32,8,30,33,14,33,15,32,30,33,19,33
29,33,23,29,33,32,18,32,15,32,14,32,18,32,33,18,33,30,32,15,2,28,2,9,2,9,2,8,2,9,2,9,2,3,2,9,2,3,2,9,2,3,0,8,0,11,0,1,13,2,2
8,0,8,2,28,2,0,4,27,2,27,23,27,33,27,23,27,24,27,33,27,2,27,33,27,2,27,33,28,31,24,31,33,23,29,23,33,29,23,27,2,7,1,3,0,17,0,3,13,3,27
10,4,6,4,6,4,10,0,3,7,3,12,3,1,0,19,1,19,0,21,11,0,31,11,0,17,11,0,11,0,11,0,11,0,11,0,1,11,0,11,0,7,2,8,0,11,0,10,5,16,11
20,32,27,33,29,27,2,27,24,27,2,27,24,27,23,27,23,27,33,27,33,13,0,1,13,0,21,1,7,1,7,0,11,0,2,3,2,32,15,32,8,32,33,28,31,24,31,32,15,32,27
6,5,10,0,1,17,1,19,0,7,0,3,1,30,32,23,33,9,33,22,32,29,21,1,21,1,21,0,21,0,21,1,21,0,21,0,21,0,13,21,1,21,0,21,1,19,33,8,0,19,21
9,2,9,33,13,3,7,2,4,10,4,10,4,0,4,6,4,10,4,0,4,10,4,0,4,0,4,6,4,6,0,12,0,12,0,10,0,3,13,0,31,0,31,28,33,26,29,26,33,29,4
26,29,26,33,15,16,6,16,5,16,6,16,6,16,6,16,5,16,5,16,5,16,6,16,6,0,10,0,7,0,8,2,0,10,5,6,5,16,5,16,5,10,0,21,1,21,1,13,3,2,16
13,33,20,32,20,33,14,33,27,33,27,24,27,23,27,24,27,23,27,24,27,24,27,2,27,24,27,24,25,31,0,4,10,0,3,12,3,7,3,7,0,1,19,33,23,33,23,32,8,0,27
24,27,33,7,3,13,7,2,7,1,3,7,2,7,1,7,3,7,0,7,2,7,2,32,2,1,3,12,0,11,0,10,5,0,1,19,0,1,2,8,2,9,2,3,13,33,18,32,23,25,7
0,31,24,25,31,32,23,32,20,33,19,1,20,33,20,32,20,32,20,32,20,33,20,33,20,33,20,33,20,33,20,33,26,29,33,13,33,18,33,20,32,14,32,20,33,27,23,27,2,13,20
4,10,0,21,1,7,1,13,32,29,26,32,8,32,8,32,18,32,2,32,29,32,33,32,8,32,14,33,22,32,22,32,22,33,23,29,26,29,26,29,23,27,33,18,32,23,25,23,25,31,32
30,32,8,33,23,29,26,33,32,8,4,0,4,0,4,6,4,6,4,10,4,10,4,0,4,0,4,0,4,0,17,0,7,3,1,21,0,5,10,5,16,6,5,6,0,2,1,21,1,30,4
9,33,22,32,8,2,13,2,9,33,32,31,24,31,32,22,32,30,32,18,33,8,30,8,30,12,3,12,0,12,3,12,0,12,3,12,3,12,0,12,3,12,0,12,3,1,19,1,19,1,12
4,10,17,1,17,1,17,0,17,0,17,0,17,1,21,17,1,17,1,17,1,3,12,0,17,1,21,0,4,6,5,10,0,10,4,0,17,1,2,7,0,3,7,3,13,2,7,1,3,2,17
26,33,8,0,12,3,0,8,32,15,32,30,1,13,2,28,33,26,33,26,33,26,29,23,25,24,27,24,27,33,27,33,27,24,27,23,27,33,27,23,27,2,27,23,27,2,27,2,27,33,27
1,30,33,26,29,32,23,27,24,27,33,18,33,14,33,23,32,14,33,20,33,15,33,33,31,33,19,33,9,33,28,33,9,2,32,23,33,20,33,23,33,18,33,23,29,32,20,33,31,24,33
31,0,4,10,4,6,4,10,4,6,16,6,5,16,5,0,2,9,33,9,33,13,1,17,0,15,32,15,32,15,33,15,33,29,15,33,15,32,8,15,33,15,32,15,32,30,1,19,33,15,15
15,32,23,32,15,33,30,33,14,33,32,30,1,13,2,8,4,6,5,6,4,0,4,10,4,6,4,6,4,0,4,0,4,6,4,6,5,16,6,5,6,5,16,5,0,21,0,1,17,0,4
8,32,8,33,31,25,31,28,2,3,0,3,2,28,2,32,22,33,27,2,13,2,9,2,13,2,13,2,9,2,0,2,8,2,13,2,3,2,13,0,17,0,1,2,0,31,0,19,33,32,2
2,3,2,28,31,33,19,33,27,24,27,24,27,24,31,24,31,24,31,24,27,23,24,25,24,25,24,25,24,25,31,25,23,27,2,1,17,1,0,3,7,1,30,33,13,0,10,0,10,5,24
19,33,19,33,19,1,13,2,0,10,5,10,4,10,0,10,4,10,0,8,10,5,10,0,10,5,10,0,10,0,13,3,7,2,3,7,3,2,8,2,13,33,18,33,13,2,3,12,0,5,10
7,1,19,33,8,0,21,7,2,8,7,3,7,0,7,0,7,1,7,2,7,3,7,3,7,1,7,2,1,2,13,2,3,0,13,33,28,31,0,3,0,8,30,32,20,32,18,33,13,3,7
18,33,15,32,2,32,20,33,15,32,22,32,22,33,31,24,25,23,33,14,32,23,33,29,26,10,5,10,5,10,10,5,10,0,10,4,10,4,10,4,10,4,10,0,19,33,29,33,14,32,10
11,0,2,28,31,0,21,0,12,3,12,0,12,3,12,3,12,3,12,0,12,0,12,3,12,0,12,0,13,0,21,1,2,28,33,14,33,9,33,15,32,30,32,29,32,33,19,0,4,10,12
12,3,2,0,10,0,5,0,19,0,12,0,4,0,8,0,13,0,4,0,8,0,11,0,3,13,2,3,13,3,13,1,0,12,0,5,10,5,10,0,1,7,2,3,13,1,3,7,3,12,0
0,8,0,12,3,7,0,31,28,33,30,33,31,32,18,32,15,32,22,32,20,15,32,15,32,15,33,15,33,15,32,15,32,15,33,15,32,29,15,32,15,32,31,28,33,27,24,25,24,31,15
11,0,21,1,17,0,3,7,3,1,19,0,2,0,31,0,21,3,1,3,12,3,0,3,12,3,2,3,13,3,1,3,7,3,0,3,0,3,2,32,14,32,14,32,20,33,26,29,26,29,3
22,33,23,25,23,33,27,2,9,2,28,33,26,29,32,31,33,19,0,2,13,0,12,3,7,13,33,13,0,13,1,13,1,13,2,13,33,13,33,13,1,13,1,13,33,8,30,32,18,33,13
3,7,2,32,18,33,29,33,15,32,23,29,26,33,14,11,0,11,0,11,0,8,11,0,11,0,11,0,11,0,11,0,11,0,11,0,6,4,0,5,16,5,6,0,1,17,1,19,0,7,11
